City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Taraza,CO,7.5836,-75.4007,82.42,90,87,2.33,overcast clouds
346,Mae Ramat,TH,16.984,98.5166,76.8,98,100,1.07,overcast clouds
347,Sayyan,YE,15.1718,44.3244,62.74,74,99,0.65,overcast clouds
348,Kem,RU,64.9555,34.5793,58.17,96,100,2.98,overcast clouds
349,Puerto Madryn,AR,-42.7692,-65.0385,42.94,98,100,11.88,light rain
350,Fairbanks,US,64.8378,-147.7164,62.1,58,75,8.05,broken clouds
351,Anloga,GH,5.7947,0.8973,76.24,83,71,11.3,broken clouds
352,Ust-Nera,RU,64.5667,143.2,64.54,81,100,7.05,overcast clouds
353,Uchiza,PE,-8.4592,-76.4633,88.05,45,74,1.83,broken clouds
354,Kotaparh,IN,19.15,82.35,71.71,96,100,5.21,overcast clouds
355,Saldanha,ZA,-33.0117,17.9442,50.05,68,0,21.94,clear sky
356,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,62.62,88,72,8.84,broken clouds
357,Rocha,UY,-34.4833,-54.3333,63.55,90,96,6.24,overcast clouds
358,Norman Wells,CA,65.282,-126.8329,66.24,59,75,5.75,broken clouds
359,Trairi,BR,-3.2778,-39.2689,79.02,74,24,11.92,few clouds
360,Calvinia,ZA,-31.4707,19.776,43.5,62,0,6.35,clear sky
361,Lasa,IT,46.6166,10.7002,67.08,90,79,3.27,broken clouds
362,Ingham,US,42.6,-84.3833,89.22,51,75,8.05,broken clouds
363,Christchurch,NZ,-43.5333,172.6333,37.42,100,100,0.0,overcast clouds
364,Lazaro Cardenas,MX,17.9583,-102.2,88.12,61,93,7.81,overcast clouds
365,Batagay,RU,67.6333,134.6333,58.66,94,100,3.89,light rain
366,Longyearbyen,SJ,78.2186,15.6401,48.04,93,75,8.05,broken clouds
367,Teya,RU,60.3778,92.6267,47.97,95,83,5.32,broken clouds
368,Danjiangkou,CN,32.5428,111.5086,71.55,93,0,3.04,clear sky
369,Mandalgovi,MN,45.7625,106.2708,60.51,71,100,17.13,overcast clouds
370,Tiznit,MA,29.5833,-9.5,88.03,26,87,2.84,overcast clouds
371,San Cristobal,VE,7.7669,-72.225,80.78,40,16,5.35,few clouds
372,Linares,CL,-35.85,-71.6,54.93,85,100,1.81,light rain
373,Naifaru,MV,5.4444,73.3657,81.75,77,92,16.08,overcast clouds
374,Eenhana,NA,-17.4667,16.3333,61.61,34,1,6.22,clear sky
375,Dori,BF,14.0354,-0.0345,92.14,41,100,9.64,overcast clouds
376,Vila Franca Do Campo,PT,37.7167,-25.4333,71.8,82,95,3.89,overcast clouds
377,Lorengau,PG,-2.0226,147.2712,81.3,80,18,6.08,few clouds
378,Angoche,MZ,-16.2325,39.9086,71.89,76,0,6.04,clear sky
379,Salalah,OM,17.0151,54.0924,77.09,94,75,6.91,broken clouds
380,Zyryanka,RU,65.75,150.85,63.45,42,0,6.71,clear sky
381,Teguise,ES,29.0605,-13.564,70.83,80,100,12.95,overcast clouds
382,Novopokrovka,UA,49.8425,36.5477,61.86,90,98,6.35,overcast clouds
383,Bandarbeyla,SO,9.4942,50.8122,76.26,83,27,30.74,scattered clouds
384,Kodiak,US,57.79,-152.4072,51.31,87,100,10.36,light rain
385,Orel-Izumrud,RU,43.4583,39.9244,64.62,81,1,5.44,moderate rain
386,Tucurui,BR,-3.7661,-49.6725,82.11,57,93,4.9,overcast clouds
387,Avera,US,33.194,-82.5271,93.25,38,41,1.07,scattered clouds
388,Saint-Augustin,CA,51.226,-58.6502,65.86,81,92,8.63,overcast clouds
389,Salekhard,RU,66.53,66.6019,52.61,64,65,4.43,broken clouds
390,Kavaratti,IN,10.5669,72.642,81.05,76,53,18.52,broken clouds
391,Hauterive,FR,46.0901,3.4459,72.36,67,46,3.22,scattered clouds
392,Marawi,PH,7.9986,124.2928,68.83,92,97,3.11,overcast clouds
393,Charlestown,AU,-32.95,151.6667,51.85,98,17,3.18,few clouds
394,Saint-Francois,FR,46.4154,3.9054,64.9,71,71,1.88,broken clouds
395,Halifax,CA,44.6453,-63.5724,85.89,72,36,20.71,scattered clouds
396,Aripuana,BR,-9.1667,-60.6333,91.89,29,2,2.17,clear sky
397,Cidreira,BR,-30.1811,-50.2056,62.1,99,47,9.48,scattered clouds
398,Saint-Malo,FR,48.5,-1.8333,73.06,85,37,4.12,scattered clouds
399,Altay,CN,47.8667,88.1167,58.55,44,42,2.77,scattered clouds
400,Belle Fourche,US,44.6714,-103.8522,87.35,25,92,12.15,overcast clouds
401,Krasnoarmeysk,RU,51.0239,45.6969,61.23,91,69,6.51,broken clouds
402,Bataipora,BR,-22.2953,-53.2711,79.75,32,61,5.23,broken clouds
403,Shama,CN,33.6102,104.2852,55.18,91,1,4.29,clear sky
404,Mizan Teferi,ET,6.9833,35.5833,61.74,94,93,2.01,overcast clouds
405,Ambovombe,MG,-25.1667,46.0833,66.94,72,22,4.14,few clouds
406,Carutapera,BR,-1.195,-46.02,79.25,80,90,7.29,overcast clouds
407,Pula,HR,44.8683,13.8481,78.57,78,0,5.75,clear sky
408,Matay,EG,28.419,30.7792,85.39,31,0,18.07,clear sky
409,Derzhavinsk,KZ,51.1,66.3167,65.82,62,0,6.58,clear sky
410,Mmabatho,ZA,-25.85,25.6333,55.36,67,39,3.44,scattered clouds
411,Quarai,BR,-30.3875,-56.4514,70.52,87,99,6.82,overcast clouds
412,Constitucion,CL,-35.3333,-72.4167,56.79,82,100,2.17,overcast clouds
413,Nouadhibou,MR,20.931,-17.0347,75.18,88,20,11.5,few clouds
414,Springbok,ZA,-29.6643,17.8865,41.45,73,0,7.92,clear sky
415,Jacareacanga,BR,-6.2222,-57.7528,90.84,33,53,1.74,broken clouds
416,Fereydun Kenar,IR,36.6864,52.5225,77.22,88,75,0.0,broken clouds
417,Kutum,SD,14.2,24.6667,84.25,33,50,4.61,scattered clouds
418,Nago,JP,26.5881,127.9761,84.63,88,36,4.97,scattered clouds
419,Novoselytsya,UA,48.2193,26.2653,77.18,55,18,3.96,few clouds
420,Bonavista,CA,48.6499,-53.1147,66.61,86,63,8.21,broken clouds
421,Yarmouth,US,41.7057,-70.2286,84.6,54,25,13.73,scattered clouds
422,Kamenka,RU,51.3223,42.7678,59.65,94,100,6.55,overcast clouds
423,Nizwa,OM,22.9333,57.5333,87.87,57,21,4.45,few clouds
424,Baft,IR,29.234,56.6057,71.2,54,25,3.02,scattered clouds
425,Koygorodok,RU,60.445,50.9968,61.34,93,11,1.83,few clouds
426,Jumla,NP,29.2747,82.1838,63.28,98,100,1.52,light rain
427,Padang,ID,-0.9492,100.3543,77.13,86,100,4.85,overcast clouds
428,Kasempa,ZM,-13.4584,25.8338,61.57,40,69,6.11,broken clouds
429,Gbarnga,LR,6.9956,-9.4722,70.43,98,100,3.18,overcast clouds
430,Sorland,NO,67.667,12.6934,51.66,84,78,10.54,broken clouds
431,Richards Bay,ZA,-28.783,32.0377,69.48,79,63,12.91,broken clouds
432,Flinders,AU,-34.5833,150.8552,48.25,92,12,4.0,few clouds
433,Kharp,RU,66.8014,65.8081,51.46,68,100,8.25,overcast clouds
434,Kununurra,AU,-15.7667,128.7333,61.41,22,3,4.21,clear sky
435,Qarchi Gak,AF,37.04,66.7889,93.04,13,0,19.89,clear sky
436,Satipo,PE,-11.2522,-74.6386,88.39,42,70,1.39,broken clouds
437,Amuntai,ID,-2.4177,115.2494,72.63,92,40,1.3,scattered clouds
438,Sandy Bay,AU,-42.913,147.3532,49.3,94,100,5.3,overcast clouds
439,Juneau,US,58.3019,-134.4197,56.84,95,100,11.5,light rain
440,Hobyo,SO,5.3505,48.5268,76.12,84,33,28.05,scattered clouds
441,Vestmannaeyjar,IS,63.4427,-20.2734,54.36,86,100,6.78,overcast clouds
442,Mount Gambier,AU,-37.8333,140.7667,49.91,100,100,12.66,overcast clouds
443,Namatanai,PG,-3.6667,152.4333,79.45,76,9,4.76,clear sky
444,De Aar,ZA,-30.6497,24.0123,44.29,73,60,15.97,broken clouds
445,Kloulklubed,PW,7.0419,134.2556,75.7,80,100,17.6,light rain
446,Zhuhai,CN,22.2769,113.5678,87.85,74,20,4.61,few clouds
447,Chitipa,MW,-9.7024,33.2697,61.18,70,96,8.21,overcast clouds
448,Guarapari,BR,-20.6667,-40.4975,73.89,83,0,10.13,clear sky
449,Qaqortoq,GL,60.7167,-46.0333,45.7,85,99,7.81,overcast clouds
450,Chicama,PE,-7.8447,-79.1469,61.34,69,43,9.48,scattered clouds
451,Cabo Rojo,PR,18.0866,-67.1457,88.05,74,80,1.01,broken clouds
452,Hirado,JP,33.3597,129.5531,77.13,83,100,13.85,overcast clouds
453,Pangai,TO,-19.8,-174.35,74.57,65,98,20.36,overcast clouds
454,Rokytne,UA,51.2796,27.214,67.57,60,75,7.2,broken clouds
455,Jasper,US,37.2001,-94.3502,101.44,31,0,17.27,clear sky
456,Chumikan,RU,54.7183,135.315,59.61,75,42,7.09,scattered clouds
457,Inongo,CD,-1.95,18.2667,70.75,84,100,5.08,overcast clouds
458,Djibo,BF,14.1022,-1.6306,89.83,48,100,13.09,overcast clouds
459,Majene,ID,-3.5403,118.9707,76.5,88,33,12.95,scattered clouds
460,Nuuk,GL,64.1835,-51.7216,50.02,71,81,10.71,broken clouds
461,Moundou,TD,8.5667,16.0833,70.54,94,68,4.07,light rain
462,Oranjemund,NA,-28.55,16.4333,53.83,78,0,20.11,clear sky
463,Launceston,AU,-41.45,147.1667,49.64,93,100,2.17,moderate rain
464,Kendari,ID,-3.945,122.4989,71.46,93,85,3.0,overcast clouds
465,Orhangazi,TR,40.4892,29.3089,74.91,57,0,4.05,clear sky
466,Iqaluit,CA,63.7506,-68.5145,47.93,87,100,4.61,overcast clouds
467,Coihaique,CL,-45.5752,-72.0662,31.95,74,100,3.44,light snow
468,Antalaha,MG,-14.9003,50.2788,67.46,81,49,6.64,light rain
469,Ferrol,ES,43.4832,-8.2369,70.32,77,2,5.73,clear sky
470,Kawalu,ID,-7.3817,108.2082,71.6,97,97,2.1,overcast clouds
471,Hazorasp,UZ,41.3194,61.0742,85.84,40,1,14.2,clear sky
472,Cardston,CA,49.2,-113.3019,78.89,34,12,3.44,few clouds
473,Redcliffe,AU,-27.2307,153.0973,56.44,87,0,6.91,clear sky
474,Banjar,ID,-8.19,114.9675,70.83,86,46,6.6,scattered clouds
475,Sao Desiderio,BR,-12.3633,-44.9733,79.09,30,40,6.08,scattered clouds
476,Jalu,LY,29.0331,21.5482,82.58,46,0,14.14,clear sky
477,Villa Carlos Paz,AR,-31.4241,-64.4978,75.88,34,0,8.01,clear sky
478,Sudak,UA,44.85,34.9667,70.59,63,5,5.86,clear sky
479,Young,UY,-32.6833,-57.6333,69.15,82,5,5.59,clear sky
480,Misratah,LY,32.3754,15.0925,81.66,61,0,7.99,clear sky
481,Chincha Alta,PE,-13.4099,-76.1323,59.59,74,62,6.13,broken clouds
482,Balsta,SE,59.5671,17.5278,60.08,76,100,5.82,overcast clouds
483,Egvekinot,RU,66.3167,-179.1667,39.61,72,100,7.83,overcast clouds
484,Sechura,PE,-5.5569,-80.8222,73.13,63,15,13.85,few clouds
485,Huarmey,PE,-10.0681,-78.1522,66.38,76,56,7.25,broken clouds
486,Tomatlan,MX,19.9333,-105.25,88.93,61,89,10.07,overcast clouds
487,Sakakah,SA,29.9697,40.2064,92.32,12,0,15.41,clear sky
488,San Pedro,PH,14.35,121.0167,81.63,90,20,2.3,few clouds
489,Evensk,RU,61.95,159.2333,55.2,52,8,14.41,clear sky
490,Abay,KZ,49.6311,72.8539,48.58,55,76,4.29,broken clouds
491,San Quintin,MX,30.4833,-115.95,72.16,64,34,10.8,scattered clouds
492,Abu Kamal,SY,34.4506,40.9171,90.0,19,0,12.03,clear sky
493,Riviere-Au-Renard,CA,48.9957,-64.3971,86.29,68,74,2.95,broken clouds
494,Adre,TD,13.4667,22.2,80.38,59,57,9.17,broken clouds
495,Havelock,US,34.8791,-76.9013,90.99,74,0,5.75,clear sky
496,Languyan,PH,5.2618,120.0807,77.97,89,37,3.42,scattered clouds
497,Bamnet Narong,TH,15.4992,101.6897,74.93,93,100,4.9,overcast clouds
498,Aksu,CN,41.1231,80.2644,84.13,14,0,4.23,clear sky
499,Teruel,ES,40.6667,-0.6667,70.7,61,0,8.12,clear sky
500,Basoko,CD,1.2391,23.616,74.07,82,100,2.55,overcast clouds
501,Kampene,CD,-3.6,26.6667,75.74,63,80,1.81,broken clouds
502,Verkhoyansk,RU,67.5447,133.385,58.35,91,100,3.15,light rain
503,Talnakh,RU,69.4865,88.3972,69.21,65,82,5.14,broken clouds
504,Tura,IN,25.5198,90.2201,73.81,99,100,3.67,moderate rain
505,Teguldet,RU,57.3064,88.1667,50.99,88,73,4.72,broken clouds
506,Diego De Almagro,CL,-26.3667,-70.05,69.06,25,15,3.38,few clouds
507,Arlit,NE,18.7369,7.3853,94.86,24,94,10.85,overcast clouds
508,Kozulka,UA,50.0351,23.797,65.59,88,99,7.36,light rain
509,Isangel,VU,-19.55,169.2667,77.94,83,10,11.05,clear sky
510,Gondar,ET,12.6,37.4667,58.06,89,89,5.17,moderate rain
511,Fairfield,US,41.2668,-73.3162,94.59,23,13,5.75,few clouds
512,Kreminna,UA,49.0495,38.2179,62.6,83,64,6.29,broken clouds
513,Alyangula,AU,-13.8483,136.4192,65.43,82,34,5.77,scattered clouds
514,Hastings,GB,50.8552,0.5729,67.89,82,95,10.22,overcast clouds
515,Hay River,CA,60.8156,-115.7999,73.98,38,24,8.77,few clouds
516,Nishihara,JP,26.1842,127.7558,83.86,89,40,6.91,scattered clouds
517,Grand-Lahou,CI,5.1367,-5.0242,75.94,76,82,8.37,broken clouds
518,Vanimo,PG,-2.6741,141.3028,76.77,92,68,3.8,broken clouds
519,West Wendover,US,40.7391,-114.0733,94.48,8,7,4.61,clear sky
520,Oskarshamn,SE,57.2645,16.4484,60.98,95,100,9.8,overcast clouds
521,Sumbe,AO,-11.2061,13.8437,68.86,91,14,5.99,few clouds
522,Karpathos,GR,35.507,27.2132,75.09,79,0,17.54,clear sky
523,Ostrovnoy,RU,68.0531,39.5131,50.7,84,96,3.96,overcast clouds
524,General Cepeda,MX,25.3833,-101.45,85.06,33,73,12.08,broken clouds
525,Pustoshka,RU,56.3355,29.369,63.43,97,53,4.72,broken clouds
526,Gizo,SB,-8.103,156.8419,82.08,76,7,9.57,clear sky
527,Manzhouli,CN,49.6,117.4333,62.19,91,100,3.62,light rain
528,Trinidad,BO,-14.8333,-64.9,93.18,43,20,8.05,few clouds
529,Lerwick,GB,60.1545,-1.1494,55.4,86,100,12.82,light rain
530,Akyab,MM,20.15,92.9,79.3,85,100,8.32,overcast clouds
531,Lobva,RU,59.1854,60.5185,61.0,83,99,1.74,overcast clouds
532,Srednekolymsk,RU,67.45,153.6833,59.41,40,2,11.65,clear sky
533,Lewistown,US,40.5992,-77.5714,97.16,100,17,7.72,few clouds
534,Cervo,ES,43.6702,-7.4101,66.96,90,6,8.52,clear sky
535,Ballina,AU,-28.8667,153.5667,55.02,93,80,11.81,broken clouds
536,Tessalit,ML,20.1986,1.0114,98.6,13,70,3.85,broken clouds
537,Svodin,SK,47.9105,18.4997,67.68,75,100,4.99,overcast clouds
538,Tabou,CI,4.423,-7.3528,75.02,75,57,8.59,broken clouds
539,Waipawa,NZ,-41.4122,175.5153,43.93,84,100,3.69,overcast clouds
540,Lima,PE,-12.0432,-77.0282,62.85,68,40,8.05,scattered clouds
541,Aswan,EG,24.0934,32.907,94.3,18,0,6.91,clear sky
542,Bontang,ID,0.1333,117.5,76.08,91,26,7.38,scattered clouds
543,Kankan,GN,10.3854,-9.3057,72.73,93,56,4.03,light rain
544,Hualmay,PE,-11.0964,-77.6139,64.98,76,27,9.73,scattered clouds
545,Basco,PH,20.4487,121.9702,84.27,76,98,6.87,overcast clouds
546,Benjamin Aceval,PY,-24.9667,-57.5667,89.74,42,84,3.24,broken clouds
547,Novikovo,RU,51.1537,37.8879,61.23,92,30,6.55,scattered clouds
548,Sao Goncalo Do Sapucai,BR,-21.8922,-45.5953,65.75,43,15,1.81,few clouds
549,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,81.93,92,95,5.06,overcast clouds
550,Pierre,US,44.3683,-100.351,92.44,22,86,17.92,overcast clouds
551,Ostersund,SE,63.1792,14.6357,57.65,72,80,6.91,broken clouds
552,Puerto Narino,CO,-3.7703,-70.3831,80.71,76,93,2.57,light rain
553,Tchollire,CM,8.4022,14.1698,71.15,98,99,2.42,overcast clouds
554,Maturin,VE,9.75,-63.1767,85.35,62,29,7.92,scattered clouds
555,Mercedes,AR,-34.6515,-59.4307,62.04,79,53,5.39,broken clouds
556,Opuwo,NA,-18.0607,13.84,62.92,34,0,3.69,clear sky
557,Shenjiamen,CN,29.9576,122.298,76.59,95,44,8.08,scattered clouds
558,Caceres,ES,39.522,-6.3748,84.07,17,0,6.8,clear sky
559,Chernyshevskiy,RU,63.0128,112.4714,62.2,92,8,11.36,light rain
560,Giaveno,IT,45.047,7.3492,71.11,78,38,7.16,scattered clouds
561,Pampa,US,35.5362,-100.9599,101.25,17,6,17.4,clear sky
562,Atambua,ID,-9.1061,124.8925,64.06,79,95,5.39,overcast clouds
563,Key West,US,24.5557,-81.7826,93.2,67,20,17.27,few clouds
